s_pps_p4;s_util_p4;s_prio_p4;s_bw_limit_p4;action;reward;next_delay_p4;next_prio_p4;done
0.0;0.0;0;2500000;0;999.334;20.013.334.756.247.800;1;FALSE
0.0;0.0;0;2500000;1;99.927;20.005.714.547.049.900;2;FALSE
0.0;0.0;0;2500000;2;999.541;20.013.334.756.247.800;1;FALSE
0.0;0.0;0;2500000;3;999.593;20.010.000.800.368.000;2;FALSE
0.990868454661558;0.9688369419380031;0;2500000;0;999.325;20.013.421.582.031.800;1;FALSE
0.990868454661558;0.9688369419380031;0;2500000;1;999.261;2.000.573.043.358.620;2;FALSE
0.990868454661558;0.9688369419380031;0;2500000;2;999.538;20.013.421.582.031.800;1;FALSE
0.990868454661558;0.9688369419380031;0;2500000;3;999.591;20.010.049.557.891.300;2;FALSE
0.9784802043422732;0.9553186138944779;0;2500000;0;999.325;2.001.342.036.276.100;1;FALSE
0.9784802043422732;0.9553186138944779;0;2500000;1;999.261;20.005.730.211.311.400;2;FALSE
0.9784802043422732;0.9553186138944779;0;2500000;2;999.538;2.001.342.036.276.100;1;FALSE
0.9784802043422732;0.9553186138944779;0;2500000;3;999.591;2.001.004.887.429.990;2;FALSE
0.9795232013622817;0.9578553573728043;0;2500000;0;999.325;20.013.420.591.543;1;FALSE
0.9795232013622817;0.9578553573728043;0;2500000;1;999.261;2.000.573.025.302.040;2;FALSE
0.9795232013622817;0.9578553573728043;0;2500000;2;999.538;20.013.420.591.543;1;FALSE
0.9795232013622817;0.9578553573728043;0;2500000;3;999.591;20.010.049.002.570.200;2;FALSE
0.9954661558109834;0.9792459299150723;0;2500000;0;999.325;20.013.422.521.010.100;1;FALSE
0.9954661558109834;0.9792459299150723;0;2500000;1;999.261;200.057.306.047.476;2;FALSE
0.9954661558109834;0.9792459299150723;0;2500000;2;999.538;20.013.422.521.010.100;1;FALSE
0.9954661558109834;0.9792459299150723;0;2500000;3;99.959;20.010.050.084.313.700;2;FALSE
0.9905491698595146;0.9822699556461295;0;2500000;0;999.325;20.013.422.793.827.300;1;FALSE
0.9905491698595146;0.9822699556461295;0;2500000;1;999.261;20.005.730.654.475.400;2;FALSE
0.9905491698595146;0.9822699556461295;0;2500000;2;999.538;20.013.422.793.827.300;1;FALSE
0.9905491698595146;0.9822699556461295;0;2500000;3;99.959;20.010.050.237.260.600;2;FALSE
0.9889101745423584;0.9700220762825188;0;2500000;0;999.325;20.013.421.688.934.300;1;FALSE
0.9889101745423584;0.9700220762825188;0;2500000;1;999.261;20.005.730.453.073.600;2;FALSE
0.9889101745423584;0.9700220762825188;0;2500000;2;999.538;20.013.421.688.934.300;1;FALSE
0.9889101745423584;0.9700220762825188;0;2500000;3;999.591;20.010.049.617.825.300;2;FALSE
0.988633461047254;0.972992421083441;0;2500000;0;999.325;20.013.421.956.875.300;1;FALSE
0.988633461047254;0.972992421083441;0;2500000;1;999.261;20.005.730.501.916.100;2;FALSE
0.988633461047254;0.972992421083441;0;2500000;2;999.538;20.013.421.956.875.300;1;FALSE
0.988633461047254;0.972992421083441;0;2500000;3;999.591;2.001.004.976.804.320;2;FALSE
0.9879736057896977;0.975422761289531;0;2500000;0;999.325;2.001.342.217.611.290;1;FALSE
0.9879736057896977;0.975422761289531;0;2500000;1;999.261;2.000.573.054.187.970;2;FALSE
0.9879736057896977;0.975422761289531;0;2500000;2;999.538;2.001.342.217.611.290;1;FALSE
0.9879736057896977;0.975422761289531;0;2500000;3;999.591;20.010.049.890.955.000;2;FALSE
0.9809919114516815;0.9717440199284062;0;2500000;0;999.325;2.001.342.184.426.150;1;FALSE
0.9809919114516815;0.9717440199284062;0;2500000;1;999.261;2.000.573.048.138.800;2;FALSE
0.9809919114516815;0.9717440199284062;0;2500000;2;999.538;2.001.342.184.426.150;1;FALSE
0.9809919114516815;0.9717440199284062;0;2500000;3;99.959;2.001.004.970.490.780;2;FALSE
0.9874627501064281;0.9687576986601815;0;2500000;0;999.325;2.001.342.157.488.390;1;FALSE
0.9874627501064281;0.9687576986601815;0;2500000;1;999.261;20.005.730.432.283.200;2;FALSE
0.9874627501064281;0.9687576986601815;0;2500000;2;999.538;2.001.342.157.488.390;1;FALSE
0.9874627501064281;0.9687576986601815;0;2500000;3;999.591;200.100.495.538.839;2;FALSE
0.9893146019582799;0.9700687275670408;0;2500000;0;999.325;2.001.342.169.314.240;1;FALSE
0.9893146019582799;0.9700687275670408;0;2500000;1;999.261;2.000.573.045.384.070;2;FALSE
0.9893146019582799;0.9700687275670408;0;2500000;2;999.538;2.001.342.169.314.240;1;FALSE
0.9893146019582799;0.9700687275670408;0;2500000;3;999.591;20.010.049.620.184.500;2;FALSE
0.9863133248190719;0.9639494210607543;0;2500000;0;999.325;20.013.421.141.181.700;1;FALSE
0.9863133248190719;0.9639494210607543;0;2500000;1;999.261;20.005.730.353.221.300;2;FALSE
0.9863133248190719;0.9639494210607543;0;2500000;2;999.538;20.013.421.141.181.700;1;FALSE
0.9863133248190719;0.9639494210607543;0;2500000;3;999.591;20.010.049.310.729.600;2;FALSE
1.0;1.0;0;2500000;0;999.325;20.013.424.393.594.000;1;FALSE
1.0;1.0;0;2500000;1;99.926;2.000.573.094.604.990;2;FALSE
1.0;1.0;0;2500000;2;999.538;20.013.424.393.594.000;1;FALSE
1.0;1.0;0;2500000;3;99.959;2.001.005.113.409.130;2;FALSE
0.7057045551298425;0.6927674212991233;0;2500000;0;999.326;2.001.339.672.609.820;1;FALSE
0.7057045551298425;0.6927674212991233;0;2500000;1;999.262;20.005.725.897.735.400;2;FALSE
0.7057045551298425;0.6927674212991233;0;2500000;2;999.539;2.001.339.672.609.820;1;FALSE
0.7057045551298425;0.6927674212991233;0;2500000;3;999.591;20.010.035.616.096.400;2;FALSE
0.6078544061302683;0.6040385953106512;0;2500000;0;999.326;20.013.388.756.931.600;1;FALSE
0.6078544061302683;0.6040385953106512;0;2500000;1;999.262;20.005.724.441.436.000;2;FALSE
0.6078544061302683;0.6040385953106512;0;2500000;2;999.539;20.013.388.756.931.600;1;FALSE
0.6078544061302683;0.6040385953106512;0;2500000;3;999.591;2.001.003.114.341.000;2;FALSE
0.7440187313750533;0.7359764161780264;0;2500000;0;999.325;20.013.400.610.343.500;1;FALSE
0.7440187313750533;0.7359764161780264;0;2500000;1;999.261;2.000.572.660.718.960;2;FALSE
0.7440187313750533;0.7359764161780264;0;2500000;2;999.539;20.013.400.610.343.500;1;FALSE
0.7440187313750533;0.7359764161780264;0;2500000;3;999.591;20.010.037.795.641.100;2;FALSE
0.6561089825457642;0.6454626992624943;0;2500000;0;999.326;2.001.339.247.625.120;1;FALSE
0.6561089825457642;0.6454626992624943;0;2500000;1;999.262;2.000.572.512.123.440;2;FALSE
0.6561089825457642;0.6454626992624943;0;2500000;2;999.539;2.001.339.247.625.120;1;FALSE
0.6561089825457642;0.6454626992624943;0;2500000;3;999.591;20.010.033.231.040.400;2;FALSE
0.6173052362707535;0.6228285185053822;0;2500000;0;999.326;20.013.390.443.754.400;1;FALSE
0.6173052362707535;0.6228285185053822;0;2500000;1;999.262;2.000.572.474.977.170;2;FALSE
0.6173052362707535;0.6228285185053822;0;2500000;2;999.539;20.013.390.443.754.400;1;FALSE
0.6173052362707535;0.6228285185053822;0;2500000;3;999.591;20.010.032.090.249.000;2;FALSE
0.6014048531289911;0.5981816223974714;0;2500000;0;999.326;2.001.338.823.122.200;1;FALSE
0.6014048531289911;0.5981816223974714;0;2500000;1;999.262;2.000.572.434.533.200;2;FALSE
0.6014048531289911;0.5981816223974714;0;2500000;2;999.539;2.001.338.823.122.200;1;FALSE
0.6014048531289911;0.5981816223974714;0;2500000;3;999.591;20.010.030.848.309.100;2;FALSE
0.6090251170710942;0.6030777705670656;0;2500000;0;999.326;20.013.388.670.687.200;1;FALSE
0.6090251170710942;0.6030777705670656;0;2500000;1;999.262;20.005.724.425.670.100;2;FALSE
0.6090251170710942;0.6030777705670656;0;2500000;2;999.539;20.013.388.670.687.200;1;FALSE
0.6090251170710942;0.6030777705670656;0;2500000;3;999.591;20.010.031.094.998.100;2;FALSE
0.6273733503618562;0.6305483475060575;0;2500000;0;999.326;20.013.391.136.907.800;1;FALSE
0.6273733503618562;0.6305483475060575;0;2500000;1;999.262;20.005.724.876.460.900;2;FALSE
0.6273733503618562;0.6305483475060575;0;2500000;2;999.539;20.013.391.136.907.800;1;FALSE
0.6273733503618562;0.6305483475060575;0;2500000;3;999.591;20.010.032.479.309.000;2;FALSE
0.6143891017454236;0.6115663871743476;0;2500000;0;999.326;2.001.338.943.267.110;1;FALSE
0.6143891017454236;0.6115663871743476;0;2500000;1;999.262;20.005.724.564.960.300;2;FALSE
0.6143891017454236;0.6115663871743476;0;2500000;2;999.539;2.001.338.943.267.110;1;FALSE
0.6143891017454236;0.6115663871743476;0;2500000;3;999.591;20.010.031.522.719.900;2;FALSE
0.609174116645381;0.6072227052440837;0;2500000;0;999.326;2.001.338.904.274.800;1;FALSE
0.609174116645381;0.6072227052440837;0;2500000;1;999.262;20.005.724.493.683.700;2;FALSE
0.609174116645381;0.6072227052440837;0;2500000;2;999.539;2.001.338.904.274.800;1;FALSE
0.609174116645381;0.6072227052440837;0;2500000;3;999.591;20.010.031.303.847.200;2;FALSE
0.6024052788420604;0.6006378444805939;0;2500000;0;999.326;20.013.388.451.682.300;1;FALSE
0.6024052788420604;0.6006378444805939;0;2500000;1;999.262;200.057.243.856.345;2;FALSE
0.6024052788420604;0.6006378444805939;0;2500000;2;999.539;20.013.388.451.682.300;1;FALSE
0.6024052788420604;0.6006378444805939;0;2500000;3;999.591;2.001.003.097.206.260;2;FALSE
0.6157726692209451;0.6099415804496588;0;2500000;0;999.326;20.013.389.286.813.000;1;FALSE
0.6157726692209451;0.6099415804496588;0;2500000;1;999.262;2.000.572.453.829.820;2;FALSE
0.6157726692209451;0.6099415804496588;0;2500000;2;999.539;20.013.389.286.813.000;1;FALSE
0.6157726692209451;0.6099415804496588;0;2500000;3;999.591;2.001.003.144.084.680;2;FALSE
0.6020221370796084;0.5958848454580341;0;2500000;0;999.326;2.001.338.802.507.940;1;FALSE
0.6020221370796084;0.5958848454580341;0;2500000;1;999.262;2.000.572.430.764.630;2;FALSE
0.6020221370796084;0.5958848454580341;0;2500000;2;999.539;2.001.338.802.507.940;1;FALSE
0.6020221370796084;0.5958848454580341;0;2500000;3;999.591;20.010.030.732.591.800;2;FALSE
0.6090676883780333;0.6057691662488821;0;2500000;0;999.326;20.013.388.912.272;1;FALSE
0.6090676883780333;0.6057691662488821;0;2500000;1;999.262;2.000.572.446.983.260;2;FALSE
0.6090676883780333;0.6057691662488821;0;2500000;2;999.539;20.013.388.912.272;1;FALSE
0.6090676883780333;0.6057691662488821;0;2500000;3;999.591;20.010.031.230.607.400;2;FALSE
0.6022562792677736;0.6119725089731829;0;2500000;0;999.325;2.001.338.946.912.890;1;FALSE
0.6022562792677736;0.6119725089731829;0;2500000;1;999.262;2.000.572.457.162.450;2;FALSE
0.6022562792677736;0.6119725089731829;0;2500000;2;999.539;2.001.338.946.912.890;1;FALSE
0.6022562792677736;0.6119725089731829;0;2500000;3;999.591;2.001.003.154.318.430;2;FALSE
0.6766283524904215;0.6721382871885029;0;2500000;0;999.326;20.013.394.872.449.200;1;FALSE
0.6766283524904215;0.6721382871885029;0;2500000;1;999.262;20.005.725.559.084.900;2;FALSE
0.6766283524904215;0.6721382871885029;0;2500000;2;999.539;20.013.394.872.449.200;1;FALSE
0.6766283524904215;0.6721382871885029;0;2500000;3;999.591;2.001.003.457.585.700;2;FALSE
0.98786717752235;0.978822234002202;0;2500000;0;999.325;20.013.422.482.786.600;1;FALSE
0.98786717752235;0.978822234002202;0;2500000;1;999.261;2.000.573.059.778.030;2;FALSE
0.98786717752235;0.978822234002202;0;2500000;2;999.538;20.013.422.482.786.600;1;FALSE
0.98786717752235;0.978822234002202;0;2500000;3;99.959;2.001.005.006.288.470;2;FALSE
0.7625159642401023;0.746568813999731;0;2500000;0;999.325;2.001.340.156.288.420;1;FALSE
0.7625159642401023;0.746568813999731;0;2500000;1;999.261;20.005.726.781.134.400;2;FALSE
0.7625159642401023;0.746568813999731;0;2500000;2;999.538;2.001.340.156.288.420;1;FALSE
0.7625159642401023;0.746568813999731;0;2500000;3;999.591;2.001.003.833.008.650;2;FALSE
0.6093444018731375;0.6122533752683648;0;2500000;0;999.326;2.001.338.949.434.260;1;FALSE
0.6093444018731375;0.6122533752683648;0;2500000;1;999.262;2.000.572.457.623.340;2;FALSE
0.6093444018731375;0.6122533752683648;0;2500000;2;999.539;2.001.338.949.434.260;1;FALSE
0.6093444018731375;0.6122533752683648;0;2500000;3;999.591;20.010.031.557.337.200;2;FALSE
0.599851000425713;0.5902572946153214;0;2500000;0;999.326;2.001.338.752.001.670;1;FALSE
0.599851000425713;0.5902572946153214;0;2500000;1;999.262;20.005.724.215.311.000;2;FALSE
0.599851000425713;0.5902572946153214;0;2500000;2;999.539;2.001.338.752.001.670;1;FALSE
0.599851000425713;0.5902572946153214;0;2500000;3;999.591;20.010.030.449.073.100;2;FALSE
0.6074925500212857;0.6005346365018183;0;2500000;0;999.326;2.001.338.844.241.870;1;FALSE
0.6074925500212857;0.6005346365018183;0;2500000;1;999.262;20.005.724.383.941.000;2;FALSE
0.6074925500212857;0.6005346365018183;0;2500000;2;999.539;2.001.338.844.241.870;1;FALSE
0.6074925500212857;0.6005346365018183;0;2500000;3;999.591;2.001.003.096.686.260;2;FALSE
0.6466155810983397;0.6489573917202918;0;2500000;0;999.325;2.001.339.279.012.150;1;FALSE
0.6466155810983397;0.6489573917202918;0;2500000;1;999.261;2.000.572.517.859.210;2;FALSE
0.6466155810983397;0.6489573917202918;0;2500000;2;999.539;2.001.339.279.012.150;1;FALSE
0.6466155810983397;0.6489573917202918;0;2500000;3;999.591;20.010.033.407.200.500;2;FALSE
0.6137718177948063;0.6079541079172023;0;2500000;0;999.326;20.013.389.108.402.900;1;FALSE
0.6137718177948063;0.6079541079172023;0;2500000;1;999.262;20.005.724.505.685.400;2;FALSE
0.6137718177948063;0.6079541079172023;0;2500000;2;999.539;20.013.389.108.402.900;1;FALSE
0.6137718177948063;0.6079541079172023;0;2500000;3;999.591;20.010.031.340.701.000;2;FALSE
0.630246913580247;0.6313874315687964;0;2500000;0;999.325;2.001.339.121.225.240;1;FALSE
0.630246913580247;0.6313874315687964;0;2500000;1;999.261;2.000.572.489.023.130;2;FALSE
0.630246913580247;0.6313874315687964;0;2500000;2;999.539;2.001.339.121.225.240;1;FALSE
0.630246913580247;0.6313874315687964;0;2500000;3;999.591;20.010.032.521.598.500;2;FALSE
0.6187100893997446;0.6160391589604156;0;2500000;0;999.326;2.001.338.983.420.600;1;FALSE
0.6187100893997446;0.6160391589604156;0;2500000;1;999.262;2.000.572.463.835.700;2;FALSE
0.6187100893997446;0.6160391589604156;0;2500000;2;999.539;2.001.338.983.420.600;1;FALSE
0.6187100893997446;0.6160391589604156;0;2500000;3;999.591;2.001.003.174.810.720;2;FALSE
0.6123243933588762;0.6107343327572219;0;2500000;0;999.326;20.013.389.357.977.600;1;FALSE
0.6123243933588762;0.6107343327572219;0;2500000;1;999.262;20.005.724.551.306.800;2;FALSE
0.6123243933588762;0.6107343327572219;0;2500000;2;999.539;20.013.389.357.977.600;1;FALSE
0.6123243933588762;0.6107343327572219;0;2500000;3;999.591;20.010.031.480.793.000;2;FALSE
0.6071945508727118;0.6004950148629075;0;2500000;0;999.326;200.133.884.388.624;1;FALSE
0.6071945508727118;0.6004950148629075;0;2500000;1;999.262;20.005.724.383.290.800;2;FALSE
0.6071945508727118;0.6004950148629075;0;2500000;2;999.539;200.133.884.388.624;1;FALSE
0.6071945508727118;0.6004950148629075;0;2500000;3;999.591;20.010.030.964.866.300;2;FALSE
0.6085781183482333;0.6046635947115336;0;2500000;0;999.326;20.013.388.813.032.700;1;FALSE
0.6085781183482333;0.6046635947115336;0;2500000;1;999.262;200.057.244.516.915;2;FALSE
0.6085781183482333;0.6046635947115336;0;2500000;2;999.539;20.013.388.813.032.700;1;FALSE
0.6085781183482333;0.6046635947115336;0;2500000;3;999.591;2.001.003.117.490.140;2;FALSE
0.7619199659429544;0.7487553533147814;0;2500000;0;999.325;2.001.340.175.952.960;1;FALSE
0.7619199659429544;0.7487553533147814;0;2500000;1;999.261;200.057.268.170.424;2;FALSE
0.7619199659429544;0.7487553533147814;0;2500000;2;999.538;2.001.340.175.952.960;1;FALSE
0.7619199659429544;0.7487553533147814;0;2500000;3;999.591;2.001.003.844.041.670;2;FALSE
0.9486377181779481;0.9428566498690069;0;2500000;0;999.325;20.013.419.238.964.000;1;FALSE
0.9486377181779481;0.9428566498690069;0;2500000;1;999.261;20.005.730.006.421.000;2;FALSE
0.9486377181779481;0.9428566498690069;0;2500000;2;999.538;20.013.419.238.964.000;1;FALSE
0.9486377181779481;0.9428566498690069;0;2500000;3;999.591;20.010.048.244.208.800;2;FALSE
0.608641975308642;0.613211643777182;0;2500000;0;999.325;20.013.389.580.368.200;1;FALSE
0.608641975308642;0.613211643777182;0;2500000;1;999.262;2.000.572.459.195.820;2;FALSE
0.608641975308642;0.613211643777182;0;2500000;2;999.539;20.013.389.580.368.200;1;FALSE
0.608641975308642;0.613211643777182;0;2500000;3;999.591;2.001.003.160.562.480;2;FALSE
0.607620263942103;0.6120012666143277;0;2500000;0;999.326;2.001.338.947.171.050;1;FALSE
0.607620263942103;0.6120012666143277;0;2500000;1;999.262;2.000.572.457.209.640;2;FALSE
0.607620263942103;0.6120012666143277;0;2500000;2;999.539;2.001.338.947.171.050;1;FALSE
0.607620263942103;0.6120012666143277;0;2500000;3;999.591;20.010.031.544.633.400;2;FALSE
0.6010855683269477;0.5914066416730812;0;2500000;0;999.326;20.013.387.623.165.500;1;FALSE
0.6010855683269477;0.5914066416730812;0;2500000;1;999.262;20.005.724.234.168.900;2;FALSE
0.6010855683269477;0.5914066416730812;0;2500000;2;999.539;20.013.387.623.165.500;1;FALSE
0.6010855683269477;0.5914066416730812;0;2500000;3;999.591;20.010.030.506.976.500;2;FALSE
0.6092805449127289;0.6125326439168143;0;2500000;0;999.326;20.013.389.519.413.000;1;FALSE
0.6092805449127289;0.6125326439168143;0;2500000;1;999.262;20.005.724.580.816.100;2;FALSE
0.6092805449127289;0.6125326439168143;0;2500000;2;999.539;20.013.389.519.413.000;1;FALSE
0.6092805449127289;0.6125326439168143;0;2500000;3;999.591;2.001.003.157.140.960;2;FALSE
0.6077905491698595;0.5981269828792982;0;2500000;0;999.326;20.013.388.226.317.900;1;FALSE
0.6077905491698595;0.5981269828792982;0;2500000;1;999.262;20.005.724.344.435.500;2;FALSE
0.6077905491698595;0.5981269828792982;0;2500000;2;999.539;20.013.388.226.317.900;1;FALSE
0.6077905491698595;0.5981269828792982;0;2500000;3;999.591;2.001.003.084.555.620;2;FALSE
0.6005108556832696;0.5918319352326797;0;2500000;0;999.326;2.001.338.766.133.410;1;FALSE
0.6005108556832696;0.5918319352326797;0;2500000;1;999.262;2.000.572.424.114.700;2;FALSE
0.6005108556832696;0.5918319352326797;0;2500000;2;999.539;2.001.338.766.133.410;1;FALSE
0.6005108556832696;0.5918319352326797;0;2500000;3;999.591;20.010.030.528.402.600;2;FALSE
0.7170285227756492;0.702645031973704;0;2500000;0;999.325;20.013.397.613.841.200;1;FALSE
0.7170285227756492;0.702645031973704;0;2500000;1;999.261;20.005.726.059.901.700;2;FALSE
0.7170285227756492;0.702645031973704;0;2500000;2;999.539;20.013.397.613.841.200;1;FALSE
0.7170285227756492;0.702645031973704;0;2500000;3;999.591;20.010.036.114.258.600;2;FALSE
0.8853767560664112;0.8713108339939583;0;2500000;0;999.325;20.013.412.790.734.200;1;FALSE
0.8853767560664112;0.8713108339939583;0;2500000;1;999.261;2.000.572.883.040.150;2;FALSE
0.8853767560664112;0.8713108339939583;0;2500000;2;999.538;20.013.412.790.734.200;1;FALSE
0.8853767560664112;0.8713108339939583;0;2500000;3;999.591;20.010.044.628.299.600;2;FALSE
0.5987015751383568;0.5903576268299825;0;2500000;0;999.326;20.013.387.529.021.000;1;FALSE
0.5987015751383568;0.5903576268299825;0;2500000;1;999.262;20.005.724.216.957.200;2;FALSE
0.5987015751383568;0.5903576268299825;0;2500000;2;999.539;20.013.387.529.021.000;1;FALSE
0.5987015751383568;0.5903576268299825;0;2500000;3;999.591;200.100.304.541.278;2;FALSE
0.6075564069816943;0.6028499461433287;0;2500000;0;999.326;20.013.388.650.237.600;1;FALSE
0.6075564069816943;0.6028499461433287;0;2500000;1;999.262;20.005.724.421.931.800;2;FALSE
0.6075564069816943;0.6028499461433287;0;2500000;2;999.539;20.013.388.650.237.600;1;FALSE
0.6075564069816943;0.6028499461433287;0;2500000;3;999.591;2.001.003.108.351.910;2;FALSE
0.6089399744572159;0.6153342772230215;0;2500000;0;999.326;20.013.389.770.924.900;1;FALSE
0.6089399744572159;0.6153342772230215;0;2500000;1;999.262;2.000.572.462.679.000;2;FALSE
0.6089399744572159;0.6153342772230215;0;2500000;2;999.539;20.013.389.770.924.900;1;FALSE
0.6089399744572159;0.6153342772230215;0;2500000;3;999.591;20.010.031.712.586.800;2;FALSE
0.6006598552575564;0.5957752468923375;0;2500000;0;999.326;20.013.388.015.242.800;1;FALSE
0.6006598552575564;0.5957752468923375;0;2500000;1;999.262;2.000.572.430.584.800;2;FALSE
