s_pps_p4;s_util_p4;s_prio_p4;s_bw_limit_p4;action;reward;next_delay_p4;next_prio_p4;done
0.6006598552575564;0.5957752468923375;0;2500000;2;999.539;20.013.388.015.242.800;1;FALSE
0.6006598552575564;0.5957752468923375;0;2500000;3;999.591;2.001.003.072.707.000;2;FALSE
0.6083226905065986;0.5972249515353864;0;2500000;0;999.326;20.013.388.145.357.200;1;FALSE
0.6083226905065986;0.5972249515353864;0;2500000;1;999.262;20.005.724.329.634.800;2;FALSE
0.6083226905065986;0.5972249515353864;0;2500000;2;999.539;20.013.388.145.357.200;1;FALSE
0.6083226905065986;0.5972249515353864;0;2500000;3;999.591;20.010.030.800.109.300;2;FALSE
0.6102809706257982;0.6076304246896491;0;2500000;0;999.326;20.013.389.079.347.100;1;FALSE
0.6102809706257982;0.6076304246896491;0;2500000;1;999.262;20.005.724.500.374.000;2;FALSE
0.6102809706257982;0.6076304246896491;0;2500000;2;999.539;20.013.389.079.347.100;1;FALSE
0.6102809706257982;0.6076304246896491;0;2500000;3;999.591;2.001.003.132.439.130;2;FALSE
0.7557045551298425;0.7434025977096774;0;2500000;0;999.325;20.013.401.278.142.200;1;FALSE
0.7557045551298425;0.7434025977096774;0;2500000;1;999.261;2.000.572.672.913.880;2;FALSE
0.7557045551298425;0.7434025977096774;0;2500000;2;999.539;20.013.401.278.142.200;1;FALSE
0.7557045551298425;0.7434025977096774;0;2500000;3;999.591;20.010.038.170.327.300;2;FALSE
0.7640911025968498;0.767272078918636;0;2500000;0;999.325;20.013.403.425.054.100;1;FALSE
0.7640911025968498;0.767272078918636;0;2500000;1;999.261;20.005.727.121.147.000;2;FALSE
0.7640911025968498;0.767272078918636;0;2500000;2;999.538;20.013.403.425.054.100;1;FALSE
0.7640911025968498;0.767272078918636;0;2500000;3;999.591;20.010.039.374.845.700;2;FALSE
0.6088335461898681;0.604975774882627;0;2500000;0;999.326;20.013.388.841.054.700;1;FALSE
0.6088335461898681;0.604975774882627;0;2500000;1;999.262;2.000.572.445.681.400;2;FALSE
0.6088335461898681;0.604975774882627;0;2500000;2;999.539;20.013.388.841.054.700;1;FALSE
0.6088335461898681;0.604975774882627;0;2500000;3;999.591;2.001.003.119.063.100;2;FALSE
0.6019369944657301;0.601020001578475;0;2500000;0;999.326;20.013.388.485.983.800;1;FALSE
0.6019369944657301;0.601020001578475;0;2500000;1;999.262;20.005.724.391.905.100;2;FALSE
0.6019369944657301;0.601020001578475;0;2500000;2;999.539;20.013.388.485.983.800;1;FALSE
0.6019369944657301;0.601020001578475;0;2500000;3;999.591;20.010.030.991.317.400;2;FALSE
0.6137505321413368;0.6150102744661224;0;2500000;0;999.325;200.133.897.418.377;1;FALSE
0.6137505321413368;0.6150102744661224;0;2500000;1;999.262;20.005.724.621.473.200;2;FALSE
0.6137505321413368;0.6150102744661224;0;2500000;2;999.539;200.133.897.418.377;1;FALSE
0.6137505321413368;0.6150102744661224;0;2500000;3;999.591;20.010.031.696.259.800;2;FALSE
0.6078118348233291;0.6003886115906714;0;2500000;0;999.326;2.001.338.842.931.190;1;FALSE
0.6078118348233291;0.6003886115906714;0;2500000;1;999.262;20.005.724.381.544.900;2;FALSE
0.6078118348233291;0.6003886115906714;0;2500000;2;999.539;2.001.338.842.931.190;1;FALSE
0.6078118348233291;0.6003886115906714;0;2500000;3;999.591;2.001.003.095.950.520;2;FALSE
0.6145381013197105;0.6057784325999177;0;2500000;0;999.326;2.001.338.891.310.370;1;FALSE
0.6145381013197105;0.6057784325999177;0;2500000;1;999.262;2.000.572.446.998.470;2;FALSE
0.6145381013197105;0.6057784325999177;0;2500000;2;999.539;2.001.338.891.310.370;1;FALSE
0.6145381013197105;0.6057784325999177;0;2500000;3;999.591;20.010.031.231.074.300;2;FALSE
0.6075351213282248;0.6003879725319794;0;2500000;0;999.326;20.013.388.429.254.500;1;FALSE
0.6075351213282248;0.6003879725319794;0;2500000;1;999.262;200.057.243.815.345;2;FALSE
0.6075351213282248;0.6003879725319794;0;2500000;2;999.539;20.013.388.429.254.500;1;FALSE
0.6075351213282248;0.6003879725319794;0;2500000;3;999.591;2.001.003.095.947.300;2;FALSE
0.9086419753086418;0.8893389992276975;0;2500000;0;999.325;20.013.414.414.979.600;1;FALSE
0.9086419753086418;0.8893389992276975;0;2500000;1;999.261;20.005.729.126.690.200;2;FALSE
0.9086419753086418;0.8893389992276975;0;2500000;2;999.538;20.013.414.414.979.600;1;FALSE
0.9086419753086418;0.8893389992276975;0;2500000;3;999.591;200.100.455.391.937;2;FALSE
0.6161983822903363;0.6168897460796147;0;2500000;0;999.326;200.133.899.105.687;1;FALSE
0.6161983822903363;0.6168897460796147;0;2500000;1;999.262;20.005.724.652.315.000;2;FALSE
0.6161983822903363;0.6168897460796147;0;2500000;2;999.539;200.133.899.105.687;1;FALSE
0.6161983822903363;0.6168897460796147;0;2500000;3;999.591;20.010.031.790.970.200;2;FALSE
0.606896551724138;0.6024546883422595;0;2500000;0;999.326;2.001.338.861.475.940;1;FALSE
0.606896551724138;0.6024546883422595;0;2500000;1;999.262;2.000.572.441.544.620;2;FALSE
0.606896551724138;0.6024546883422595;0;2500000;2;999.539;2.001.338.861.475.940;1;FALSE
0.606896551724138;0.6024546883422595;0;2500000;3;999.591;2.001.003.106.360.390;2;FALSE
0.6240953597275436;0.6212391795381075;0;2500000;0;999.326;2.001.339.030.105.870;1;FALSE
0.6240953597275436;0.6212391795381075;0;2500000;1;999.262;20.005.724.723.690.000;2;FALSE
0.6240953597275436;0.6212391795381075;0;2500000;2;999.539;2.001.339.030.105.870;1;FALSE
0.6240953597275436;0.6212391795381075;0;2500000;3;999.591;2.001.003.201.015.400;2;FALSE
0.6030864197530864;0.6012574118825934;0;2500000;0;999.326;2.001.338.850.729.330;1;FALSE
0.6030864197530864;0.6012574118825934;0;2500000;1;999.262;2.000.572.439.580.060;2;FALSE
0.6030864197530864;0.6012574118825934;0;2500000;2;999.539;2.001.338.850.729.330;1;FALSE
0.6030864197530864;0.6012574118825934;0;2500000;3;999.591;2.001.003.100.327.920;2;FALSE
0.617667092379736;0.6214663649031522;0;2500000;0;999.325;2.001.339.032.145.590;1;FALSE
0.617667092379736;0.6214663649031522;0;2500000;1;999.262;20.005.724.727.418.200;2;FALSE
0.617667092379736;0.6214663649031522;0;2500000;2;999.539;2.001.339.032.145.590;1;FALSE
0.617667092379736;0.6214663649031522;0;2500000;3;999.591;2.001.003.202.160.300;2;FALSE
0.6087484035759898;0.6065091962143421;0;2500000;0;999.326;20.013.388.978.700.000;1;FALSE
0.6087484035759898;0.6065091962143421;0;2500000;1;999.262;2.000.572.448.197.570;2;FALSE
0.6087484035759898;0.6065091962143421;0;2500000;2;999.539;20.013.388.978.700.000;1;FALSE
0.6087484035759898;0.6065091962143421;0;2500000;3;999.591;20.010.031.267.895.300;2;FALSE
0.6646445295870583;0.6555834717694224;0;2500000;0;999.326;2.001.339.338.527.270;1;FALSE
0.6646445295870583;0.6555834717694224;0;2500000;1;999.262;20.005.725.287.347.900;2;FALSE
0.6646445295870583;0.6555834717694224;0;2500000;2;999.539;2.001.339.338.527.270;1;FALSE
0.6646445295870583;0.6555834717694224;0;2500000;3;999.591;2.001.003.374.122.410;2;FALSE
0.7391868880374628;0.735668709417776;0;2500000;0;999.325;20.013.400.582.674.400;1;FALSE
0.7391868880374628;0.735668709417776;0;2500000;1;999.261;2.000.572.660.213.670;2;FALSE
0.7391868880374628;0.735668709417776;0;2500000;2;999.539;20.013.400.582.674.400;1;FALSE
0.7391868880374628;0.735668709417776;0;2500000;3;999.591;200.100.377.801.165;2;FALSE
0.6029587058322691;0.5978582586992663;0;2500000;0;999.326;20.013.388.202.198.800;1;FALSE
0.6029587058322691;0.5978582586992663;0;2500000;1;999.262;2.000.572.434.002.620;2;FALSE
0.6029587058322691;0.5978582586992663;0;2500000;2;999.539;20.013.388.202.198.800;1;FALSE
0.6029587058322691;0.5978582586992663;0;2500000;3;999.591;20.010.030.832.017.100;2;FALSE
0.6074074074074074;0.5994143666145515;0;2500000;0;999.326;20.013.388.341.867.100;1;FALSE
0.6074074074074074;0.5994143666145515;0;2500000;1;999.262;2.000.572.436.555.920;2;FALSE
0.6074074074074074;0.5994143666145515;0;2500000;2;999.539;20.013.388.341.867.100;1;FALSE
0.6074074074074074;0.5994143666145515;0;2500000;3;999.591;20.010.030.910.418.900;2;FALSE
0.6069604086845466;0.5957806788912184;0;2500000;0;999.326;20.013.388.015.730.300;1;FALSE
0.6069604086845466;0.5957806788912184;0;2500000;1;999.262;20.005.724.305.937.100;2;FALSE
0.6069604086845466;0.5957806788912184;0;2500000;2;999.539;20.013.388.015.730.300;1;FALSE
0.6069604086845466;0.5957806788912184;0;2500000;3;999.591;20.010.030.727.343.700;2;FALSE
0.611941251596424;0.6215925789948438;0;2500000;0;999.325;20.013.390.332.787.700;1;FALSE
0.611941251596424;0.6215925789948438;0;2500000;1;999.262;20.005.724.729.489.400;2;FALSE
0.611941251596424;0.6215925789948438;0;2500000;2;999.539;20.013.390.332.787.700;1;FALSE
0.611941251596424;0.6215925789948438;0;2500000;3;999.591;20.010.032.027.963.500;2;FALSE
0.6204555129842486;0.6305806199700069;0;2500000;0;999.325;20.013.391.139.805.600;1;FALSE
0.6204555129842486;0.6305806199700069;0;2500000;1;999.262;20.005.724.876.990.500;2;FALSE
0.6204555129842486;0.6305806199700069;0;2500000;2;999.539;20.013.391.139.805.600;1;FALSE
0.6204555129842486;0.6305806199700069;0;2500000;3;999.591;2.001.003.248.093.550;2;FALSE
0.600340570455513;0.596312056193709;0;2500000;0;999.326;20.013.388.063.422.400;1;FALSE
0.600340570455513;0.596312056193709;0;2500000;1;999.262;20.005.724.314.655.900;2;FALSE
0.600340570455513;0.596312056193709;0;2500000;2;999.539;20.013.388.063.422.400;1;FALSE
0.600340570455513;0.596312056193709;0;2500000;3;999.591;20.010.030.754.115.500;2;FALSE
0.9408684546615581;0.9279461324647248;0;2500000;0;999.325;2.001.341.789.460.830;1;FALSE
0.9408684546615581;0.9279461324647248;0;2500000;1;999.261;200.057.297.612.927;2;FALSE
0.9408684546615581;0.9279461324647248;0;2500000;2;999.538;2.001.341.789.460.830;1;FALSE
0.9408684546615581;0.9279461324647248;0;2500000;3;999.591;2.001.004.749.041.990;2;FALSE
0.7310983397190294;0.720007937108956;0;2500000;0;999.326;20.013.399.174.604.800;1;FALSE
0.7310983397190294;0.720007937108956;0;2500000;1;999.262;2.000.572.634.498.050;2;FALSE
0.7310983397190294;0.720007937108956;0;2500000;2;999.539;20.013.399.174.604.800;1;FALSE
0.7310983397190294;0.720007937108956;0;2500000;3;999.591;20.010.036.990.050.100;2;FALSE
0.6374414644529588;0.6326252882554113;0;2500000;0;999.325;20.013.391.323.405.800;1;FALSE
0.6374414644529588;0.6326252882554113;0;2500000;1;999.262;20.005.724.910.546.300;2;FALSE
0.6374414644529588;0.6326252882554113;0;2500000;2;999.539;20.013.391.323.405.800;1;FALSE
0.6374414644529588;0.6326252882554113;0;2500000;3;999.591;2.001.003.258.398.670;2;FALSE
0.6135589612601107;0.6200965425966168;0;2500000;0;999.325;2.001.339.019.847.110;1;FALSE
0.6135589612601107;0.6200965425966168;0;2500000;1;999.261;20.005.724.704.938.900;2;FALSE
0.6135589612601107;0.6200965425966168;0;2500000;2;999.539;2.001.339.019.847.110;1;FALSE
0.6135589612601107;0.6200965425966168;0;2500000;3;999.591;20.010.031.952.571.400;2;FALSE
0.616070668369519;0.61452618750685;0;2500000;0;999.325;20.013.389.698.379.100;1;FALSE
0.616070668369519;0.61452618750685;0;2500000;1;999.262;2.000.572.461.352.940;2;FALSE
0.616070668369519;0.61452618750685;0;2500000;2;999.539;20.013.389.698.379.100;1;FALSE
0.616070668369519;0.61452618750685;0;2500000;3;999.591;2.001.003.167.186.600;2;FALSE
0.6149638143891017;0.6126722782410421;0;2500000;0;999.326;20.013.389.531.948.200;1;FALSE
0.6149638143891017;0.6126722782410421;0;2500000;1;999.262;20.005.724.583.107.400;2;FALSE
0.6149638143891017;0.6126722782410421;0;2500000;2;999.539;20.013.389.531.948.200;1;FALSE
0.6149638143891017;0.6126722782410421;0;2500000;3;999.591;20.010.031.578.445.900;2;FALSE
0.6042784163473819;0.5973406211586582;0;2500000;0;999.326;2.001.338.815.573.890;1;FALSE
0.6042784163473819;0.5973406211586582;0;2500000;1;999.262;2.000.572.433.153.270;2;FALSE
0.6042784163473819;0.5973406211586582;0;2500000;2;999.539;2.001.338.815.573.890;1;FALSE
0.6042784163473819;0.5973406211586582;0;2500000;3;999.591;20.010.030.805.937.100;2;FALSE
0.6089612601106854;0.6013085365779621;0;2500000;0;999.326;200.133.885.118.822;1;FALSE
0.6089612601106854;0.6013085365779621;0;2500000;1;999.262;2.000.572.439.663.950;2;FALSE
0.6089612601106854;0.6013085365779621;0;2500000;2;999.539;200.133.885.118.822;1;FALSE
0.6089612601106854;0.6013085365779621;0;2500000;3;999.591;2.001.003.100.585.510;2;FALSE
0.6115793954874416;0.6037066043201007;0;2500000;0;999.326;2.001.338.872.713.170;1;FALSE
0.6115793954874416;0.6037066043201007;0;2500000;1;999.262;20.005.724.435.988.400;2;FALSE
0.6115793954874416;0.6037066043201007;0;2500000;2;999.539;2.001.338.872.713.170;1;FALSE
0.6115793954874416;0.6037066043201007;0;2500000;3;999.591;20.010.031.126.682.300;2;FALSE
0.6091528309919115;0.6112759349987842;0;2500000;0;999.326;20.013.389.406.597.100;1;FALSE
0.6091528309919115;0.6112759349987842;0;2500000;1;999.262;2.000.572.456.019.410;2;FALSE
0.6091528309919115;0.6112759349987842;0;2500000;2;999.539;20.013.389.406.597.100;1;FALSE
0.6091528309919115;0.6112759349987842;0;2500000;3;999.591;2.001.003.150.808.410;2;FALSE
0.6094082588335462;0.607440943787439;0;2500000;0;999.326;200.133.890.623.383;1;FALSE
0.6094082588335462;0.607440943787439;0;2500000;1;999.262;2.000.572.449.726.480;2;FALSE
0.6094082588335462;0.607440943787439;0;2500000;2;999.539;200.133.890.623.383;1;FALSE
0.6094082588335462;0.607440943787439;0;2500000;3;999.591;20.010.031.314.843.800;2;FALSE
0.6089399744572159;0.6025978374892919;0;2500000;0;999.326;2.001.338.862.760.840;1;FALSE
0.6089399744572159;0.6025978374892919;0;2500000;1;999.262;2.000.572.441.779.500;2;FALSE
0.6089399744572159;0.6025978374892919;0;2500000;2;999.539;2.001.338.862.760.840;1;FALSE
0.6089399744572159;0.6025978374892919;0;2500000;3;999.591;20.010.031.070.816.500;2;FALSE
0.599659429544487;0.5924908047442439;0;2500000;0;999.326;2.001.338.772.046.570;1;FALSE
0.599659429544487;0.5924908047442439;0;2500000;1;999.262;200.057.242.519.575;2;FALSE
0.599659429544487;0.5924908047442439;0;2500000;2;999.539;2.001.338.772.046.570;1;FALSE
0.599659429544487;0.5924908047442439;0;2500000;3;999.591;2.001.003.056.159.650;2;FALSE
0.6114303959131545;0.6066849373546741;0;2500000;0;999.326;20.013.388.994.475.300;1;FALSE
0.6114303959131545;0.6066849373546741;0;2500000;1;999.262;20.005.724.484.859.500;2;FALSE
0.6114303959131545;0.6066849373546741;0;2500000;2;999.539;20.013.388.994.475.300;1;FALSE
0.6114303959131545;0.6066849373546741;0;2500000;3;999.591;20.010.031.276.750.500;2;FALSE
0.6283099191145168;0.6216318811044085;0;2500000;0;999.326;200.133.903.363.164;1;FALSE
0.6283099191145168;0.6216318811044085;0;2500000;1;999.262;2.000.572.473.013.430;2;FALSE
0.6283099191145168;0.6216318811044085;0;2500000;2;999.539;200.133.903.363.164;1;FALSE
0.6283099191145168;0.6216318811044085;0;2500000;3;999.591;2.001.003.202.994.410;2;FALSE
0.7457428693060877;0.733644171481175;0;2500000;0;999.325;20.013.400.400.630.300;1;FALSE
0.7457428693060877;0.733644171481175;0;2500000;1;999.261;20.005.726.568.891.700;2;FALSE
0.7457428693060877;0.733644171481175;0;2500000;2;999.539;20.013.400.400.630.300;1;FALSE
0.7457428693060877;0.733644171481175;0;2500000;3;999.591;20.010.037.677.974.000;2;FALSE
0.6243933588761175;0.6320788930736583;0;2500000;0;999.325;20.013.391.274.342.000;1;FALSE
0.6243933588761175;0.6320788930736583;0;2500000;1;999.261;2.000.572.490.157.920;2;FALSE
0.6243933588761175;0.6320788930736583;0;2500000;2;999.539;20.013.391.274.342.000;1;FALSE
0.6243933588761175;0.6320788930736583;0;2500000;3;999.591;2.001.003.255.644.820;2;FALSE
0.6196040868454662;0.6184998544543828;0;2500000;0;999.326;20.013.390.055.120.700;1;FALSE
0.6196040868454662;0.6184998544543828;0;2500000;1;999.262;2.000.572.467.873.700;2;FALSE
0.6196040868454662;0.6184998544543828;0;2500000;2;999.539;20.013.390.055.120.700;1;FALSE
0.6196040868454662;0.6184998544543828;0;2500000;3;999.591;2.001.003.187.210.830;2;FALSE
0.6073222647935292;0.5991082575010314;0;2500000;0;999.326;20.013.388.314.392.100;1;FALSE
0.6073222647935292;0.5991082575010314;0;2500000;1;999.262;2.000.572.436.053.640;2;FALSE
0.6073222647935292;0.5991082575010314;0;2500000;2;999.539;20.013.388.314.392.100;1;FALSE
0.6073222647935292;0.5991082575010314;0;2500000;3;999.591;20.010.030.894.996.000;2;FALSE
0.7031502767134952;0.7074437236927495;0;2500000;0;999.325;20.013.398.045.162.600;1;FALSE
0.7031502767134952;0.7074437236927495;0;2500000;1;999.261;2.000.572.613.868.780;2;FALSE
0.7031502767134952;0.7074437236927495;0;2500000;2;999.539;20.013.398.045.162.600;1;FALSE
0.7031502767134952;0.7074437236927495;0;2500000;3;999.591;2.001.003.635.629.110;2;FALSE
0.9841421881651766;0.9787155112006218;0;2500000;0;999.325;2.001.342.247.315.870;1;FALSE
0.9841421881651766;0.9787155112006218;0;2500000;1;999.261;20.005.730.596.025.300;2;FALSE
0.9841421881651766;0.9787155112006218;0;2500000;2;999.538;2.001.342.247.315.870;1;FALSE
0.9841421881651766;0.9787155112006218;0;2500000;3;99.959;2.001.005.005.748.710;2;FALSE
0.9875478927203065;0.9670076364318413;0;2500000;0;999.325;20.013.421.417.026.700;1;FALSE
0.9875478927203065;0.9670076364318413;0;2500000;1;999.261;2.000.573.040.350.690;2;FALSE
0.9875478927203065;0.9670076364318413;0;2500000;2;999.538;20.013.421.417.026.700;1;FALSE
0.9875478927203065;0.9670076364318413;0;2500000;3;999.591;2.001.004.946.538.200;2;FALSE
0.8134312473392933;0.8053586988509386;0;2500000;0;999.325;2.001.340.685.213.440;1;FALSE
0.8134312473392933;0.8053586988509386;0;2500000;1;999.261;2.000.572.774.675.440;2;FALSE
0.8134312473392933;0.8053586988509386;0;2500000;2;999.538;2.001.340.685.213.440;1;FALSE
0.8134312473392933;0.8053586988509386;0;2500000;3;999.591;20.010.041.297.398.000;2;FALSE
0.5996807151979566;0.5901109501748305;0;2500000;0;999.326;20.013.387.506.883.100;1;FALSE
0.5996807151979566;0.5901109501748305;0;2500000;1;999.262;2.000.572.421.290.990;2;FALSE
0.5996807151979566;0.5901109501748305;0;2500000;2;999.539;20.013.387.506.883.100;1;FALSE
0.5996807151979566;0.5901109501748305;0;2500000;3;999.591;20.010.030.441.700.400;2;FALSE
0.6071094082588336;0.6008423432620688;0;2500000;0;999.326;20.013.388.470.037.600;1;FALSE
0.6071094082588336;0.6008423432620688;0;2500000;1;999.262;20.005.724.388.990.000;2;FALSE
0.6071094082588336;0.6008423432620688;0;2500000;2;999.539;20.013.388.470.037.600;1;FALSE
0.6071094082588336;0.6008423432620688;0;2500000;3;999.591;2.001.003.098.236.620;2;FALSE
0.6005959982971477;0.6021671119308084;0;2500000;0;999.326;2.001.338.858.894.670;1;FALSE
0.6005959982971477;0.6021671119308084;0;2500000;1;999.262;2.000.572.441.072.740;2;FALSE
0.6005959982971477;0.6021671119308084;0;2500000;2;999.539;2.001.338.858.894.670;1;FALSE
0.6005959982971477;0.6021671119308084;0;2500000;3;999.591;2.001.003.104.911.430;2;FALSE
0.7152830991911452;0.7544285968539779;0;2500000;0;999.325;20.013.402.269.777.100;1;FALSE
0.7152830991911452;0.7544285968539779;0;2500000;1;999.261;20.005.726.910.212.000;2;FALSE
0.7152830991911452;0.7544285968539779;0;2500000;2;999.538;20.013.402.269.777.100;1;FALSE
0.7152830991911452;0.7544285968539779;0;2500000;3;999.591;2.001.003.872.669.310;2;FALSE
0.9585781183482333;0.9530783936492904;0;2500000;0;999.325;20.013.420.160.728.200;1;FALSE
0.9585781183482333;0.9530783936492904;0;2500000;1;999.261;20.005.730.174.478.200;2;FALSE
0.9585781183482333;0.9530783936492904;0;2500000;2;999.538;20.013.420.160.728.200;1;FALSE
0.9585781183482333;0.9530783936492904;0;2500000;3;999.591;2.001.004.876.102.600;2;FALSE
0.8917198808003404;0.8809171642537408;0;2500000;0;999.325;20.013.413.656.166.400;1;FALSE
0.8917198808003404;0.8809171642537408;0;2500000;1;999.261;2.000.572.898.827.550;2;FALSE
0.8917198808003404;0.8809171642537408;0;2500000;2;999.538;20.013.413.656.166.400;1;FALSE
0.8917198808003404;0.8809171642537408;0;2500000;3;999.591;20.010.045.113.650.000;2;FALSE
0.6060451255853555;0.6038203567672961;0;2500000;0;999.326;2.001.338.873.734.230;1;FALSE
0.6060451255853555;0.6038203567672961;0;2500000;1;999.262;20.005.724.437.855.000;2;FALSE
0.6060451255853555;0.6038203567672961;0;2500000;2;999.539;2.001.338.873.734.230;1;FALSE
0.6060451255853555;0.6038203567672961;0;2500000;3;999.591;20.010.031.132.413.900;2;FALSE
